CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
22266	EVSS	506	01	M	3.000	Conservation Biology	TR	08:00 am-09:15 am	5	3	Erik Sotka (P)	01/08-05/02	RITA 102	 
23426	EVSS	538	01	M	4.000	Introductory to Hydrogeology	MWF	11:00 am-11:50 am	5	3	Timothy J Callahan (P), Emma Collins	01/08-05/02	SSMB 253	 
23427	EVSS	538L	01	M	0.000	Introductory Hydrogeolgy Lab	T	02:00 pm-05:00 pm	5	3	Timothy J Callahan (P)	01/08-05/02	SSMB 255	 
23430	EVSS	542	01	M	4.000	Fundamentals of Remote Sensing	TR	12:15 pm-01:30 pm	10	7	David John Chadwick (P)	01/08-05/02	SSMB 255	 
23432	EVSS	542L	01	M	0.000	Fund. Remote Sensing Lab	R	01:45 pm-04:45 pm	10	7	David John Chadwick (P)	01/08-05/02	SSMB 255	 
21833	EVSS	549	01	M	4.000	Geographic Information Systems	M	05:15 pm-08:15 pm	7	0	Enma L Paz (P)	01/08-05/02	SSMB 255	 
21834	EVSS	549L	01	M	0.000	Geographic Information Systems	W	05:15 pm-08:15 pm	7	0	Enma L Paz (P)	01/08-05/02	SSMB 255	 
23428	EVSS	569	01	M	4.000	Advanced GIS: Enviro & Haz Mod	T	05:15 pm-08:15 pm	8	1	Norman S Levine (P)	01/08-05/02	SSMB 255	 
23429	EVSS	569L	01	M	0.000	Adv. GIS: Enviro & Haz Mod Lab	R	05:15 pm-08:15 pm	8	1	Norman S Levine (P)	01/08-05/02	SSMB 255	 
22268	EVSS	611	01	M	3.000	Graduate Core Seminar	R	05:30 pm-08:15 pm	15	11	Pamela Susan Lovelace (P)	01/08-05/02	SSMB 200	 
21782	EVSS	632	01	M	3.000	Soc Sci Methods in Env Studies	W	05:30 pm-08:15 pm	15	1	Annette M Watson (P)	01/08-05/02	MYBK 105	 
21830	EVSS	640	01	M	3.000	Earth System Science	TR	03:05 pm-04:20 pm	5	3	Barbara Austin Beckingham (P)	01/08-05/02	SSMB 200	 
