CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
20284	BIOL	202L	02	M	0.000	Human Anatomy Lab	T	12:15 pm-03:15 pm	24	2	Peyre G Pringle (P)	01/10-05/04	RHSC 227	 
20285	BIOL	202L	03	M	0.000	Human Anatomy Lab	M	05:00 pm-08:00 pm	24	4	Peyre G Pringle (P)	01/10-05/04	RHSC 227	 
20286	BIOL	202L	04	M	0.000	Human Anatomy Lab	T	03:30 pm-06:30 pm	24	2	Melanie Joan Gouzoules (P)	01/10-05/04	RHSC 227	 
20287	BIOL	202L	05	M	0.000	Human Anatomy Lab	T	07:00 pm-10:00 pm	24	1	Melanie Joan Gouzoules (P)	01/10-05/04	RHSC 227	 
20288	BIOL	204	01	M	3.000	Man and the Environment	MWF	09:00 am-09:50 am	24	9	David R Wiseman (P)	01/10-05/04	RHSC 204	 
20289	BIOL	211	01	M	4.000	Biodiversity,Ecology,Conserv B	MWF	11:00 am-11:50 am	20	2	Courtney J Murren (P), Matthew Thomas Rutter	01/10-05/04	RHSC 123	 
20291	BIOL	211	02	M	4.000	Biodiversity,Ecology,Conserv B	MWF	11:00 am-11:50 am	20	-1	Matthew Thomas Rutter (P), Courtney J Murren	01/10-05/04	RHSC 123	 
20292	BIOL	211	03	M	4.000	Biodiversity,Ecology,Conserv B	MWF	11:00 am-11:50 am	20	0	Courtney J Murren (P), Matthew Thomas Rutter	01/10-05/04	RHSC 123	 
20290	BIOL	211	04	M	4.000	Biodiversity,Ecology,Conserv B	TR	09:25 am-10:40 am	20	-1	Erin Richard (P)	01/10-05/04	RHSC 301	 
20293	BIOL	211	05	M	4.000	Biodiversity,Ecology,Conserv B	TR	12:15 pm-01:30 pm	20	0	John S Peters (P)	01/10-05/04	RHSC 301	 
20294	BIOL	211D	01	M	0.000	Biodiv, Ecol, Cons Biol Discus	R	02:00 pm-05:00 pm	20	2	Courtney J Murren (P)	01/10-05/04	RHSC 301	 
20296	BIOL	211D	02	M	0.000	Biodiv, Ecol, Cons Biol Discus	M	02:00 pm-05:00 pm	20	-1	Matthew Thomas Rutter (P)	01/10-05/04	RHSC 301	 
20297	BIOL	211D	03	M	0.000	Biodiv, Ecol, Cons Biol Discus	T	02:00 pm-05:00 pm	20	0	Courtney J Murren (P)	01/10-05/04	RHSC 301	 
20295	BIOL	211D	04	M	0.000	Biodiv, Ecol, Cons Biol Discus	F	02:00 pm-05:00 pm	20	-1	Erin Richard (P)	01/10-05/04	RHSC 301	 
20298	BIOL	211D	05	M	0.000	Biodiv, Ecol, Cons Biol Discus	W	02:00 pm-05:00 pm	20	0	John S Peters (P)	01/10-05/04	RHSC 301	 
20299	BIOL	300	01	M	4.000	Botany	MWF	08:00 am-08:50 am	24	7	David R Wiseman (P)	01/10-05/04	RHSC 204	 
20300	BIOL	300L	01	M	0.000	Botany Lab	T	02:00 pm-05:00 pm	24	7	David R Wiseman (P)	01/10-05/04	RHSC 204	 
20301	BIOL	301	01	M	4.000	Plant Taxonomy	MWF	01:00 pm-01:50 pm	20	4	Jean B Everett (P)	01/10-05/04	RHSC 204	 
20302	BIOL	301L	01	M	0.000	Plant Taxonomy Lab	M	02:00 pm-05:00 pm	20	4	Jean B Everett (P)	01/10-05/04	RHSC 204	 
20303	BIOL	305	01	M	3.000	Genetics	MWF	09:00 am-09:50 am	25	1	Christopher A Korey (P)	01/10-05/04	NSCB 138	 
20304	BIOL	305	02	M	3.000	Genetics	MWF	10:00 am-10:50 am	25	-1	Christopher A Korey (P)	01/10-05/04	NSCB 138	 
20305	BIOL	305	03	M	3.000	Genetics	MWF	11:00 am-11:50 am	25	-1	Christopher A Korey (P)	01/10-05/04	NSCB 138	 
20306	BIOL	305	04	M	3.000	Genetics	TR	09:25 am-10:40 am	80	26	Agnes J Southgate (P)	01/10-05/04	RHSC 121	 
20307	BIOL	305	05	M	3.000	Genetics	TR	12:15 pm-01:30 pm	80	0	Erin Richard (P)	01/10-05/04	RHSC 121	 
20308	BIOL	305L	01	M	1.000	Genetics Lab	T	01:40 pm-04:40 pm	15	3	Robert T Dillon (P)	01/10-05/04	RHSC 200	 
20309	BIOL	305L	02	M	1.000	Genetics Lab	R	01:40 pm-04:40 pm	15	0	Agnes J Southgate (P)	01/10-05/04	RHSC 200	 
20310	BIOL	305L	03	M	1.000	Genetics Lab	W	01:40 pm-04:40 pm	15	4	Robert T Dillon (P)	01/10-05/04	RHSC 200	 
20311	BIOL	305L	04	M	1.000	Genetics Lab	F	01:00 pm-04:00 pm	15	3	Joshua Matthew Rhett (P)	01/10-05/04	RHSC 200	 
20312	BIOL	310	01	M	4.000	General Microbiology	TR	09:25 am-10:40 am	64	-11	Susan J Morrison (P)	01/10-05/04	RHSC 123	 
20313	BIOL	310L	01	M	0.000	General Microbiology Lab	W	02:30 pm-05:30 pm	16	-6	Susan J Morrison (P)	01/10-05/04	RHSC 201	 
20314	BIOL	310L	02	M	0.000	General Microbiology Lab	T	12:30 pm-03:30 pm	16	-1	Tracy Heather Coliano Hirsch (P), Susan J Morrison	01/10-05/04	RHSC 201	 
20315	BIOL	310L	03	M	0.000	General Microbiology Lab	T	04:00 pm-07:00 pm	16	-4	Tracy Heather Coliano Hirsch (P), Susan J Morrison	01/10-05/04	RHSC 201	 
20316	BIOL	310L	04	M	0.000	General Microbiology Lab	W	06:00 pm-09:00 pm	16	0	Christopher William Marshall (P), Susan J Morrison	01/10-05/04	RHSC 201	 
20317	BIOL	312	01	M	3.000	Molecular Biology	TR	08:00 am-09:15 am	12	0	Andrew M Shedlock (P)	01/10-05/04	RHSC 123	 
20318	BIOL	312	02	M	3.000	Molecular Biology	TR	08:00 am-09:15 am	12	2	Andrew M Shedlock (P)	01/10-05/04	RHSC 123	 
20319	BIOL	312	03	M	3.000	Molecular Biology	TR	08:00 am-09:15 am	12	1	Andrew M Shedlock (P)	01/10-05/04	RHSC 123	 
20320	BIOL	312	04	M	3.000	Molecular Biology	TR	08:00 am-09:15 am	12	4	Andrew M Shedlock (P)	01/10-05/04	RHSC 123	 
