CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
10373	EVSS	746	01	G	3.000	Aquatic Toxicology	M	05:30 pm-08:30 pm	15	8	Margaret Mae Peden-Adams (P)	08/20-12/11	GMLM 209	 
13819	EVSS	900	01	M	1.000	Continuous Enrollment	 	TBA	0	-2	Timothy J Callahan (P)	08/20-12/11	TBA	 
14090	EVSS	900	02	M	1.000	Continuous Enrollment	 	TBA	0	-1	Steven C Jaume' (P)	08/20-12/11	TBA	 
14142	EVSS	900	03	M	1.000	Continuous Enrollment	 	TBA	0	-2	Michael S Harris (P)	08/20-12/11	TBA	 
14182	EVSS	900	04	M	1.000	Continuous Research Enrollment	 	TBA	0	-1	Timothy J Callahan (P)	08/20-12/11	TBA	 
14185	EVSS	900	05	M	1.000	Continuous Research Enrollment	 	TBA	0	-1	Timothy J Callahan (P)	08/20-12/11	TBA	 
14186	EVSS	900	06	M	1.000	Continuous Research Enrollment	 	TBA	0	-2	Norman S Levine (P)	08/20-12/11	TBA	 
14227	EVSS	900	07	M	1.000	Continuous Research Enrollment	 	TBA	0	-1	Timothy J Callahan (P)	08/20-12/11	TBA	 
14309	EVSS	900	08	M	1.000	Continuous Enrollment	 	TBA	0	-1	John D Zardus (P)	08/20-12/11	TBA	 
14466	EVSS	900	09	M	2.000	Continuous Enrollment	 	TBA	0	-1	Michael S Harris (P)	08/20-12/11	TBA	 
14661	EVSS	900	10	M	1.000	Continuous Enrollment	 	TBA	0	-1	Louis E Burnett (P)	08/20-12/11	TBA	 
14662	EVSS	900	11	M	1.000	Continuous Enrollment	 	TBA	0	-1	Annette M Watson (P)	08/20-12/11	TBA	 
14684	EVSS	900	12	M	1.000	Continuous Enrollment	 	TBA	0	0	TBA	08/20-12/11	TBA	 
11698	ENVT	200	01	M	3.000	Introduction to Environmental Studies	TR	10:50 am-12:05 pm	21	-2	Seth G Pritchard (P), Tracy L Burkett	08/20-12/11	RSS 250	 
12800	ENVT	200	02	M	3.000	Introduction to Environmental Studies	TR	12:15 pm-01:30 pm	21	0	Todd Jared LeVasseur (P), Walter Marshall Blair	08/20-12/11	RSS 250	 
12775	ENVT	352	01	M	3.000	Special Topics in Environmental Science and Studies	MW	02:00 pm-03:15 pm	10	1	Todd Jared LeVasseur (P)	08/20-12/11	ECTR 219	 
14361	ENVT	355	02	M	1.000	Sustainability Internship	 	TBA	0	-1	Todd Jared LeVasseur (P)	08/20-12/11	TBA	 
14364	ENVT	355	03	M	1.000	City of Charleston Green Business Challenge Intern	 	TBA	0	-1	Todd Jared LeVasseur (P)	08/20-12/11	TBA	 
14473	ENVT	355	04	M	3.000	Loggerhead Sea Turtle Conservation	 	TBA	0	-1	Seth G Pritchard (P)	08/20-12/11	TBA
